Historique;Date
MSOE-2 9'-0 x 14 x 20D.D. 00 ;18-05-05
MSOE-2 9'-0 x 14 x 20D.D. 00 ;18-05-05
MSOE-2 9'-0 x 14 x 20D.D. 00 ;18-05-05
BMT-400 20'-0 x 48 x 60OPC 7,0T OPC             05-20;18-05-05
BFL-HD 17'-0 x 54 x 60i.s. 6,5T ;18-05-05
MSOE-2 9'-0 x 14 x 20D.D. 00 ;18-05-05
BMT-400 18'-0 x 60 x 54i.s. 6,5T TS6048;18-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;18-05-05
BMT-400 18'-0 x 60 x 54i.s. 6,5T TS6048;18-05-05
BMT-400 18'-0 x 60 x 54i.s. 6,5T TS6048;18-05-05
MSOE-2 9'-0 x 14 x 20D.D. 00 ;17-05-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T ;17-05-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-25;17-05-05
BFL-HD 20'-0 x 54 x 60i.s. 7,0T ;17-05-05
MSOE-2 9'-0 x 14 x 20D.D. 00 ;17-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00 ;17-05-05
BFL-HD 19'-0 x 48 x 60i.s. 6,5T ;17-05-05
BFL-HD 19'-0 x 48 x 60i.s. 6,5T ;17-05-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;17-05-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T ;17-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00 ;17-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00 ;17-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00 ;17-05-05
BFL-HD 19'-0 x 48 x 60i.s. 6,5T 1 POTEAU       05-27;16-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T ;16-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00 ;16-05-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                05-16;16-05-05
BFL-HD 16'-0 x 48 x 60D.s. 6,5T 1 POTEAU, PORTE DROITE;16-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00                05-26;16-05-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T 1 POTEAU;16-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00                05-26;16-05-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T 1 POTEAU;16-05-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T ;16-05-05
MSOE-2 11'-0 x 14 x 20D.D. 00                05-26;16-05-05
BMT-400 20'-0 x 48 x 60OPC 7,0T OPC             05-20;13-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T ;13-05-05
BMT-400 19'-6 x 48 x 60i.s. 7,0T MAIN 7.0"        05-20;13-05-05
BMT-400 20'-0 x 48 x 60OPC 7,0T OPC             05-20;13-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T                05-16;13-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;13-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;13-05-05
BMT-400 15'-6 x 48 x 60OPC 6,5T OPC             05-20;13-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;13-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T ;12-05-05
BFL-HD 20'-6 x 54 x 60i.s. 7,0T 1 POTEAU;12-05-05
BFL-HD 20'-6 x 54 x 60i.s. 7,0T 1 POTEAU;12-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T                05-19;12-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;12-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T                05-16;12-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T                05-16;12-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T                05-16;12-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;12-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;12-05-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T PNC 5010;12-05-05
BMT-400 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;11-05-05
BMT-400 15'-0 x 48 x 60i.s. 6,5T 102" DE LARGE;11-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                07-04;11-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                07-11;11-05-05
BMT-400 19'-6 x 48 x 54i.s. 6,5T ;11-05-05
BMT-400 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;11-05-05
BMT-400 19'-6 x 48 x 54i.s. 6,5T ;11-05-05
BMT-400 19'-6 x 48 x 54i.s. 6,5T ;11-05-05
HB-250 14'-0 x 44 x 60i.s. 5,5T ;11-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                07-11;11-05-05
MHD 15'-0 x 30 x 48i.s. 5,5T DEVANT 48" FLUSH;10-05-05
MHD 15'-0 x 30 x 48i.s. 5,5T DEVANT 48" FLUSH;10-05-05
MS-HD 12'-0 x 30 x 42D.s. 4,5T                05-13;10-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T ;10-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T ;10-05-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T ;10-05-05
HB-250 14'-0 x 44 x 60i.s. 5,5T ;10-05-05
BFL-HD 17'-0 x 54 x 60OPC 6,5T OPC;10-05-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T ;10-05-05
BFL-HD 18'-0 x 54 x 60OPC 6,5T OPC;10-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                06-27;10-05-05
BMT-400 18'-6 x 60 x 54i.s. 6,5T TS6048         06-03;09-05-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;09-05-05
BFL-HD 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;09-05-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T ;09-05-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T 1 POTEAU;09-05-05
BFL-HD 15'-0 x 42 x 60i.s. 5,5T 1 POTEAU;09-05-05
BFL-HD 18'-0 x 54 x 60OPC 6,5T OPC;09-05-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T ;09-05-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;09-05-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;06-05-05
BMT-400 16'-6 x 48 x 60D.s. 6,5T PORTE DROITE;06-05-05
BMT-400 16'-6 x 48 x 60D.s. 6,5T PORTE DROITE;06-05-05
BMT-400 16'-6 x 42 x 48D.s. 00 DHPP (pin to pin), HI-LIFT ;06-05-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;06-05-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;06-05-05
BMT-400 15'-0 x 48 x 60i.s. 5,5T                05-10;06-05-05
BMT-400 19'-6 x 48 x 54i.s. 6,5T ;06-05-05
BMT-400 15'-0 x 48 x 60OPC 5,5T OPC;06-05-05
BMT-400 18'-0 x 60 x 66i.s. 6,5T ;06-05-05
BMT-400 18'-0 x 60 x 66i.s. 6,5T ;06-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;05-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;05-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;05-05-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;05-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;05-05-05
BMT-400 14'-0 x 48 x 60i.s. 5,5T                05-10;05-05-05
BMT-400 18'-6 x 48 x 54SL45 6,5T 1 POTEAU, OPSL45, HI-LIFT;05-05-05
BMT-400 18'-6 x 48 x 54SL45 6,5T 1 POTEAU, OPSL45, HI-LIFT;05-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;05-05-05
BMT-400 20'-6 x 60 x 54SL45 7,0T 1 POTEAU, TS6048, OPSL45;05-05-05
BFL-HD 19'-0 x 48 x 60i.s. 6,5T ;04-05-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                05-06;04-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;04-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;04-05-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T ;04-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;04-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;04-05-05
BFL-HD 19'-6 x 54 x 60i.s. 6,5T ;04-05-05
BFL-HD 19'-0 x 42 x 60i.s. 6,5T ;04-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;04-05-05
BFL-HD 21'-6 x 48 x 60i.s. 7,0T                06-17;04-05-05
BFL-HD 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;03-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;03-05-05
BFL-HD 15'-0 x 42 x 60i.s. 5,5T                05-06;03-05-05
BFL-HD 15'-0 x 42 x 60i.s. 5,5T ;03-05-05
M1 14'-0 x 42 x 54OPC 5,5T OPC;03-05-05
BFL-HD 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;03-05-05
MS-HD 10'-0 x 30 x 42D.s. 4,5T ;03-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 1 PCHA;03-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 1 PCHA;03-05-05
BFL-HD 15'-0 x 42 x 60i.s. 5,5T ;03-05-05
MS-HD 10'-0 x 30 x 42D.s. 4,5T ;02-05-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T ;02-05-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T ;02-05-05
MS-HD 11'-0 x 30 x 42D.s. 4,5T                05-05;02-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 1 PCHA;02-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 1 PCHA;02-05-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 1 PCHA;02-05-05
MS-HD 13'-0 x 30 x 42D.s. 4,5T 1 PCHA          05-10;02-05-05
MS-HD 13'-0 x 30 x 42D.s. 4,5T 1 PCHA          05-10;02-05-05
MS-HD 13'-0 x 30 x 42D.s. 4,5T 1 PCHA          05-06;02-05-05
MS-HD 13'-0 x 30 x 42D.s. 4,5T 1 PCHA          05-06;02-05-05
BFL-HD 19'-0 x 48 x 60SL45 6,5T OPSL45;29-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                05-02;29-04-05
BFL-HD 19'-0 x 48 x 60SL45 6,5T OPSL45;29-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                05-02;29-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T ;29-04-05
BFL-HD 19'-0 x 48 x 60SL45 6,5T OPSL45;29-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;29-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;29-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;29-04-05
BFL-HD 19'-0 x 48 x 60SL45 6,5T OPSL45;29-04-05
BFL-HD 19'-0 x 48 x 60SL45 6,5T OPSL45;28-04-05
BFL-HD 13'-0 x 36 x 42D.s. 5,5T 1 POTEAU,PORTE DROITE, 102";28-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;28-04-05
BFL-HD 17'-6 x 54 x 60SL45 6,5T OPSL45;28-04-05
BFL-HD 17'-6 x 54 x 60SL45 6,5T OPSL45;28-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;28-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;28-04-05
BFL-HD 19'-0 x 48 x 60SL45 6,5T OPSL45;28-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;28-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;28-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;28-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;28-04-05
BMT-400 19'-0 x 48 x 54i.s. 7,0T MAIN 7.0          04-28;27-04-05
BMT-400 19'-0 x 48 x 54i.s. 6,5T                 04-28;27-04-05
BMT-400 18'-0 x 54 x 60SL45 6,5T OPSL45;27-04-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T 1 POTEAU;27-04-05
BMT-400 17'-0 x 42 x 48D.s. 6,5T HI-LIFT DROITE;27-04-05
BMT-400 18'-6 x 54 x 60SL45 6,5T OPSL45;27-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;27-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;27-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;27-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;26-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;26-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;26-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-29;26-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;26-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;26-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;26-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                05-03;26-04-05
BMT-400 20'-0 x 48 x 60i.s. 7,0T                04-28;26-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                05-06;26-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;26-04-05
BMT-400 19'-0 x 48 x 54i.s. 7,0T MAIN 7.0          04-28;26-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-29;25-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;25-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;25-04-05
BFL-HD 21'-0 x 48 x 60SL45 7,0T COIN 45, OPSL45     04-28 ;25-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-27;25-04-05
BFL-HD 14'-6 x 42 x 60i.s. 5,5T ;25-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;25-04-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                04-27;24-04-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                04-27;24-04-05
BMT-400 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;22-04-05
M0 17'-0 x 48 x 60OPC 6,5T OPC;22-04-05
BFL-HD 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;22-04-05
BFL-HD 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;22-04-05
BFL-HD 15'-6 x 42 x 54i.s. 5,5T ;22-04-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T 1 POTEAU;22-04-05
BFL-HD 16'-0 x 42 x 60i.s. 6,5T ;22-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;22-04-05
BMT-400 18'-6 x 60 x 54SL45 6,5T 1 POTEAU, TS6048, OPSL45;22-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;22-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;22-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T ;22-04-05
M0 16'-0 x 48 x 60i.s. 5,5T ;21-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;21-04-05
BFL-HD 18'-0 x 54 x 60OPC 6,5T OPC, 1 PCHA;21-04-05
BFL-HD 19'-0 x 54 x 60i.s. 6,5T 1 PCHA;21-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;21-04-05
M0 16'-0 x 48 x 60i.s. 5,5T ;21-04-05
MS1 11'-0 x 36 x 42D.s. 4,5T ;21-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;21-04-05
M0 17'-0 x 48 x 60i.s. 6,5T ;21-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;21-04-05
BFL-HD 20'-0 x 42 x 48i.s. 7,0T 1 PCHA;21-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T accidenté reparé lagacé;20-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;20-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;20-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;20-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;20-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;20-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;20-04-05
BFL-HD 18'-0 x 48 x 60i.s. 6,5T ;20-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;20-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;20-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;20-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                 04-08;20-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-22;19-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-22;19-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-22;19-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;19-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;19-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;19-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                04-25;19-04-05
BFL-HD 19'-6 x 48 x 54i.s. 6,5T                 04-25;19-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                04-25;19-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T UN TROU DE LUMIERE SUPP;19-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                04-25;19-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                04-22;18-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                 04-22;18-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T 1 POTEAU;18-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                 04-22;18-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T UN TROU DE LUMIERE SUPP;18-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T UN TROU DE LUMIERE SUPP;18-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T UN TROU DE LUMIERE SUPP;18-04-05
BFL-HD 16'-6 x 60 x 66i.s. 6,5T                04-21;18-04-05
BMT-400 15'-0 x 48 x 60OPC 5,5T OPC            04-25;18-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                04-19;18-04-05
BMT-400 14'-6 x 54 x 60i.s. 5,5T PORTE 6 CARREAU;18-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                04-18;15-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-15;15-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T UN TROU DE LUMIERE SUPP;15-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-27;15-04-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T ;15-04-05
BFL-HD 17'-0 x 48 x 54D.s. 6,5T HI-LIFT DROITE, 1 PCHA;15-04-05
BFL-HD 17'-0 x 48 x 54D.s. 6,5T HI-LIFT DROITE, 1 PCHA;15-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                05-26;15-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                04-18;15-04-05
BFL-HD 20'-0 x 48 x 60i.s. 7,0T ;15-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-15;14-04-05
BFL-HD 17'-0 x 48 x 54D.s. 6,5T HI-LIFT DROITE, 1 PCHA;14-04-05
BFL-HD 16'-0 x 48 x 54i.s. 6,5T ;14-04-05
BFL-HD 14'-0 x 36 x 48D.s. 00 DHPP (pin to pin), 1 PCHA;14-04-05
BFL-HD 16'-0 x 42 x 54SL45 6,5T OPSL45;14-04-05
BFL-HD 16'-0 x 42 x 54i.s. 6,5T ;14-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-15;14-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-15;14-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T 1 PCHA;14-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;14-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                 04-15;14-04-05
BFL-HD 15'-6 x 42 x 60i.s. 5,5T 1 POTEAU;13-04-05
BFL-HD 16'-6 x 48 x 60i.s. 6,5T 1 POTEAU;13-04-05
BFL-HD 16'-6 x 48 x 60i.s. 6,5T 1 POTEAU;13-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T 2 CLEVIS       04-15;13-04-05
BFL-HD 16'-0 x 42 x 54SL45 6,5T OPSL45;13-04-05
BMT-400 17'-6 x 48 x 60i.s. 6,5T PORTE 6 CARREAU;13-04-05
BMT-400 16'-0 x 48 x 60D.s. 6,5T ;13-04-05
MSO-2 14'-0 x 16 x 24D.D. 4,5T ;13-04-05
BFL-HD 14'-6 x 48 x 60i.s. 5,5T 1 POTEAU, DEVANT PLAT;13-04-05
BFL-HD 14'-6 x 54 x 60OPC 5,5T OPC;13-04-05
MSO-2 11'-0 x 16 x 24D.D. 4,5T                04-06;13-04-05
BMT-400 14'-6 x 54 x 60i.s. 5,5T PORTE 6 CARREAU;13-04-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                04-14;12-04-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T ;12-04-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                04-14;12-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T ;12-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T                 04-15;12-04-05
BFL-HD 14'-6 x 48 x 60OPC 5,5T OPC;12-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                04-13;12-04-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T ;12-04-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T ;12-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                04-13;12-04-05
BFL-HD 16'-0 x 48 x 60i.s. 6,5T ;11-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T PNC 5011;11-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T ;11-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;11-04-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T                04-13;11-04-05
BFL-HD 19'-6 x 42 x 54i.s. 6,5T 1 PCHA         04-12;11-04-05
BFL-HD 17'-6 x 54 x 60OPC 6,5T OPC;11-04-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T                04-13;11-04-05
BFL-HD 16'-0 x 48 x 60OPC 6,5T OPC;11-04-05
BFL-HD 18'-6 x 48 x 60i.s. 6,5T                04-15;11-04-05
HB-250 15'-6 x 44 x 60D.s. 5,5T PORTE DROITE;08-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T COIN 45         08-04;08-04-05
M0 16'-0 x 42 x 54i.s. 5,5T ;08-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;08-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;08-04-05
BMT-400 16'-6 x 48 x 60D.s. 6,5T PORTE DROITE;08-04-05
BMT-400 15'-6 x 48 x 54D.s. 6,5T 1 POTEAU, HI-LIFT;08-04-05
BFL-HD 17'-6 x 54 x 60OPC 6,5T OPC, 1 PCHA;08-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T 1 POTEAU;08-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T 1 POTEAU;08-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;07-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;07-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;07-04-05
MS0 13'-0 x 36 x 42D.s. 4,5T ;07-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;07-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;07-04-05
MS-HD 12'-0 x 30 x 42D.s. 4,5T 1 PCHA;07-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T COIN 45          04-10;07-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;07-04-05
M0 18'-0 x 42 x 54OPC 6,5T OPC;07-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;07-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T COIN 45          04-10;07-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                04-07;06-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                04-07;06-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                04-07;06-04-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                04-08;06-04-05
BFL-HD 15'-6 x 48 x 60i.s. 5,5T                04-08;06-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T ;06-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T                 04-08;06-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T ;06-04-05
BFL-HD 20'-6 x 48 x 60i.s. 7,0T COIN 45          04-10;06-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;06-04-05
BFL-HD 14'-0 x 48 x 60i.s. 5,5T ;06-04-05
M0 18'-0 x 48 x 60i.s. 6,5T                04-07;05-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;05-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;05-04-05
BMT-400 15'-6 x 48 x 60D.s. 6,5T PORTE DROITE;05-04-05
MHD 16'-0 x 30 x 48i.s. 5,5T DEVANT 54" FLUSH;05-04-05
BMT-400 15'-6 x 48 x 60D.s. 6,5T PORTE DROITE;05-04-05
BFL-HD 19'-6 x 48 x 60i.s. 6,5T 1 POTEAU       04-07;05-04-05
BMT-400 19'-6 x 48 x 54i.s. 6,5T ;05-04-05
BFL-HD 17'-0 x 48 x 60i.s. 6,5T 1 POTEAU    ;05-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;04-04-05
MS-HD 12'-0 x 24 x 36D.s. 4,5T ;04-04-05
BFL-HD 17'-6 x 54 x 60i.s. 6,5T ;04-04-05
BFL-HD 21'-0 x 48 x 60i.s. 7,0T                04-07;04-04-05
MS-HD 12'-0 x 24 x 36D.s. 4,5T ;04-04-05
BFL-HD 16'-0 x 60 x 54i.s. 6,5T TS6048;01-04-05
